,Date,Vehicle Category,GVWR Class,Fuel Type,Model Year,Fuel Technology,Electric Mile Range,Number of Vehicles Registered at the Same Address,Region,Vehicle Population
16560,2023,MH,,1.0,2002.0,ICE,,1,Statewide,93
16561,2022,BS,,3.0,2018.0,ICE,,≥4,Statewide,93
16562,2022,T6,4,0.0,2002.0,ICE,,3,Statewide,93
16563,2022,T6,4,0.0,2000.0,ICE,,3,Statewide,93
16564,2022,T1,1,2.0,2019.0,BEV,101 to 150 miles,3,Statewide,93
16565,2022,T6,Unknown,1.0,2021.0,ICE,,≥4,Statewide,93
16566,2022,T6,6,1.0,2019.0,ICE,,3,Statewide,93
16567,2022,T3,Unknown,1.0,2015.0,ICE,,≥4,Statewide,93
16568,2022,P,,1.0,2012.0,ICE,,≥4,Statewide,93
16569,2022,BT,,1.0,1979.0,ICE,,1,Statewide,93
16570,2021,B,,0.0,2012.0,ICE,,3,Statewide,93
16571,2021,T6,7,1.0,2017.0,ICE,,2,Statewide,93
16572,2021,T6,6,1.0,1999.0,ICE,,1,Statewide,93
16573,2021,MH,,1.0,1997.0,ICE,,3,Statewide,93
16574,2020,P,,3.0,2011.0,ICE,,≥4,Statewide,93
16575,2020,T4,2,0.0,1981.0,ICE,,2,Statewide,93
16576,2020,T3,Unknown,0.0,2000.0,ICE,,3,Statewide,93
16577,2020,BT,,0.0,,ICE,,≥4,Statewide,93
16578,2020,T6,7,1.0,2003.0,ICE,,2,Statewide,93
16579,2020,T3,2,1.0,2009.0,ICE,,1,Statewide,93
16580,2020,P,,1.0,2000.0,ICE,,3,Statewide,93
16581,2019,T6,Unknown,0.0,,ICE,,1,Statewide,93
16582,2019,T6,4,0.0,2008.0,ICE,,3,Statewide,93
16583,2019,T7,8,1.0,1983.0,ICE,,1,Statewide,93
16584,2019,T6,5,1.0,2018.0,ICE,,2,Statewide,93
16585,2019,T6,4,1.0,2003.0,ICE,,3,Statewide,93
16586,2019,T4,2,1.0,1987.0,ICE,,3,Statewide,93
16587,2023,P,,3.0,2013.0,ICE,,3,Statewide,92
16588,2023,BT,,3.0,2007.0,ICE,,≥4,Statewide,92
16589,2023,T2,1,0.0,2021.0,PHEV,0 to 50 miles,≥4,Statewide,92
16590,2023,T6,7,1.0,2006.0,ICE,,1,Statewide,92
16591,2023,T6,4,1.0,2000.0,ICE,,2,Statewide,92
16592,2023,BT,,1.0,2010.0,ICE,,≥4,Statewide,92
16593,2022,P,,3.0,2004.0,ICE,,≥4,Statewide,92
16594,2022,BS,,3.0,2024.0,ICE,,≥4,Statewide,92
16595,2022,BS,,3.0,2004.0,ICE,,≥4,Statewide,92
16596,2022,T3,Unknown,0.0,2001.0,ICE,,2,Statewide,92
16597,2022,T1,Unknown,0.0,2012.0,ICE,,1,Statewide,92
16598,2022,T1,Unknown,0.0,1983.0,ICE,,1,Statewide,92
16599,2022,P,,2.0,2020.0,BEV,Unknown,2,Statewide,92
16600,2022,T6,7,1.0,2006.0,ICE,,2,Statewide,92
16601,2022,T6,4,1.0,2003.0,ICE,,2,Statewide,92
16602,2022,T6,7,1.0,1995.0,ICE,,1,Statewide,92
16603,2022,P,,1.0,2013.0,ICE,,2,Statewide,92
16604,2022,P,,1.0,1983.0,ICE,,2,Statewide,92
16605,2022,MH,,1.0,2015.0,ICE,,3,Statewide,92
16606,2022,MH,,1.0,2002.0,ICE,,1,Statewide,92
16607,2021,T5,3,0.0,1998.0,ICE,,2,Statewide,92
16608,2021,T3,Unknown,0.0,1999.0,ICE,,≥4,Statewide,92
16609,2021,P,,2.0,2018.0,BEV,0 to 50 miles,≥4,Statewide,92
16610,2021,T7,8,1.0,1983.0,ICE,,1,Statewide,92
16611,2021,P,,1.0,2013.0,ICE,,2,Statewide,92
16612,2020,P,,3.0,2015.0,ICE,,3,Statewide,92
16613,2020,T5,3,0.0,1986.0,ICE,,≥4,Statewide,92
16614,2020,T4,Unknown,0.0,2012.0,ICE,,1,Statewide,92
16615,2020,B,,0.0,2017.0,ICE,,1,Statewide,92
16616,2020,P,,2.0,2018.0,BEV,0 to 50 miles,≥4,Statewide,92
16617,2020,P,,2.0,2013.0,BEV,>150 miles,≥4,Statewide,92
16618,2020,T6,6,1.0,1989.0,ICE,,≥4,Statewide,92
16619,2019,P,,3.0,2015.0,ICE,,2,Statewide,92
16620,2019,T6,4,0.0,2007.0,ICE,,2,Statewide,92
16621,2019,T4,Unknown,0.0,1995.0,ICE,,3,Statewide,92
16622,2019,T4,2,0.0,1981.0,ICE,,1,Statewide,92
16623,2019,T1,Unknown,0.0,1981.0,ICE,,2,Statewide,92
16624,2019,BS,,0.0,2018.0,ICE,,≥4,Statewide,92
16625,2019,P,,2.0,2018.0,BEV,0 to 50 miles,≥4,Statewide,92
16626,2019,T7,8,1.0,1996.0,ICE,,1,Statewide,92
16627,2019,T6,7,1.0,2013.0,ICE,,2,Statewide,92
16628,2019,T6,4,1.0,2001.0,ICE,,3,Statewide,92
16629,2019,BS,,1.0,1978.0,ICE,,≥4,Statewide,92
16630,2023,T3,2,3.0,2005.0,ICE,,≥4,Statewide,91
16631,2023,BS,,3.0,2022.0,ICE,,≥4,Statewide,91
16632,2023,T6,4,0.0,2007.0,ICE,,3,Statewide,91
16633,2023,P,,2.0,2013.0,BEV,>150 miles,≥4,Statewide,91
16634,2023,T6,6,1.0,2015.0,ICE,,3,Statewide,91
16635,2023,T6,6,1.0,1979.0,ICE,,≥4,Statewide,91
16636,2023,T4,2,1.0,1988.0,ICE,,1,Statewide,91
16637,2023,T4,2,1.0,1988.0,ICE,,2,Statewide,91
16638,2023,T2,1,1.0,2015.0,ICE,,2,Statewide,91
16639,2023,MH,,1.0,1994.0,ICE,,≥4,Statewide,91
16640,2022,T6,6,0.0,1982.0,ICE,,1,Statewide,91
16641,2022,T5,3,0.0,2015.0,ICE,,2,Statewide,91
16642,2022,MH,,0.0,2015.0,ICE,,2,Statewide,91
16643,2022,B,,0.0,2016.0,ICE,,1,Statewide,91
16644,2022,B,,0.0,2008.0,ICE,,2,Statewide,91
16645,2022,B,,0.0,1978.0,ICE,,2,Statewide,91
16646,2022,T6,6,1.0,2000.0,ICE,,3,Statewide,91
16647,2022,BT,,1.0,2012.0,ICE,,1,Statewide,91
16648,2022,B,,1.0,1995.0,ICE,,≥4,Statewide,91
16649,2021,T3,Unknown,0.0,1978.0,ICE,,3,Statewide,91
16650,2021,T2,1,0.0,2021.0,PHEV,0 to 50 miles,1,Statewide,91
16651,2021,T6,7,1.0,2011.0,ICE,,2,Statewide,91
16652,2021,T6,7,1.0,1992.0,ICE,,1,Statewide,91
16653,2021,T5,3,1.0,1996.0,ICE,,3,Statewide,91
16654,2021,P,,1.0,2000.0,ICE,,3,Statewide,91
16655,2021,MH,,1.0,2002.0,ICE,,1,Statewide,91
16656,2020,P,,3.0,2019.0,ICE,,2,Statewide,91
16657,2020,T6,4,0.0,2002.0,ICE,,2,Statewide,91
16658,2020,B,,0.0,2004.0,ICE,,3,Statewide,91
16659,2020,T2,1,2.0,2019.0,BEV,101 to 150 miles,2,Statewide,91
16660,2020,T6,7,1.0,1980.0,ICE,,≥4,Statewide,91
16661,2020,T4,2,1.0,1987.0,ICE,,2,Statewide,91
16662,2020,P,,1.0,1981.0,ICE,,≥4,Statewide,91
16663,2020,BT,,1.0,2012.0,ICE,,1,Statewide,91
16664,2019,T6,7,0.0,1986.0,ICE,,≥4,Statewide,91
16665,2019,T7,8,1.0,1994.0,ICE,,3,Statewide,91
16666,2019,T6,7,1.0,2005.0,ICE,,2,Statewide,91
16667,2019,T6,7,1.0,2002.0,ICE,,3,Statewide,91
16668,2019,T5,3,1.0,1996.0,ICE,,2,Statewide,91
16669,2019,T3,2,1.0,2002.0,ICE,,≥4,Statewide,91
16670,2019,T2,Unknown,1.0,2020.0,ICE,,1,Statewide,91
16671,2023,T6,6,0.0,1998.0,ICE,,≥4,Statewide,90
16672,2023,T6,6,0.0,1994.0,ICE,,≥4,Statewide,90
16673,2023,T5,3,0.0,2015.0,ICE,,1,Statewide,90
16674,2023,T6,Unknown,2.0,2023.0,BEV,Unknown,≥4,Statewide,90
16675,2023,T6,Unknown,1.0,2023.0,ICE,,≥4,Statewide,90
16676,2023,T6,7,1.0,2018.0,ICE,,3,Statewide,90
16677,2023,T6,7,1.0,2003.0,ICE,,1,Statewide,90
16678,2023,T6,7,1.0,2000.0,ICE,,1,Statewide,90
16679,2023,T6,Unknown,1.0,1993.0,ICE,,≥4,Statewide,90
16680,2023,T3,2,1.0,1991.0,ICE,,≥4,Statewide,90
16681,2023,MH,,1.0,1995.0,ICE,,≥4,Statewide,90
16682,2023,BT,,1.0,2012.0,ICE,,1,Statewide,90
16683,2022,P,,3.0,2013.0,ICE,,1,Statewide,90
16684,2022,T6,6,0.0,1987.0,ICE,,≥4,Statewide,90
16685,2022,T4,2,0.0,1981.0,ICE,,1,Statewide,90
16686,2022,T2,Unknown,0.0,1981.0,ICE,,≥4,Statewide,90
16687,2022,MH,,0.0,1981.0,ICE,,2,Statewide,90
16688,2022,B,,0.0,2006.0,ICE,,2,Statewide,90
16689,2022,T7,8,1.0,1994.0,ICE,,2,Statewide,90
16690,2022,T7,8,1.0,1979.0,ICE,,1,Statewide,90
16691,2022,T6,7,1.0,2002.0,ICE,,1,Statewide,90
16692,2022,T2,1,1.0,2018.0,ICE,,3,Statewide,90
16693,2021,T6,6,0.0,1977.0,ICE,,2,Statewide,90
16694,2021,P,,2.0,2015.0,BEV,>150 miles,≥4,Statewide,90
16695,2021,T6,6,1.0,2015.0,ICE,,2,Statewide,90
16696,2021,T6,6,1.0,2001.0,ICE,,3,Statewide,90
16697,2021,P,,1.0,2012.0,ICE,,≥4,Statewide,90
16698,2021,B,,1.0,1994.0,ICE,,≥4,Statewide,90
16699,2020,P,,3.0,2015.0,ICE,,2,Statewide,90
16700,2020,T5,3,1.0,1996.0,ICE,,3,Statewide,90
16701,2020,P,,1.0,2013.0,ICE,,2,Statewide,90
16702,2020,MH,,1.0,1998.0,ICE,,1,Statewide,90
16703,2020,MH,,1.0,1995.0,ICE,,≥4,Statewide,90
16704,2019,T6,4,0.0,2007.0,ICE,,3,Statewide,90
16705,2019,T6,7,0.0,1994.0,ICE,,≥4,Statewide,90
16706,2019,T6,6,0.0,1979.0,ICE,,1,Statewide,90
16707,2019,T3,Unknown,0.0,1982.0,ICE,,3,Statewide,90
16708,2019,MH,,0.0,1986.0,ICE,,1,Statewide,90
16709,2019,BS,,0.0,1990.0,ICE,,≥4,Statewide,90
16710,2019,T6,7,1.0,2008.0,ICE,,1,Statewide,90
16711,2019,T5,3,1.0,1994.0,ICE,,2,Statewide,90
16712,2023,T5,3,0.0,1995.0,ICE,,2,Statewide,89
16713,2023,T4,2,0.0,1982.0,ICE,,3,Statewide,89
16714,2023,T7,8,1.0,1995.0,ICE,,1,Statewide,89
16715,2023,T6,7,1.0,2004.0,ICE,,1,Statewide,89
16716,2023,T6,4,1.0,2000.0,ICE,,3,Statewide,89
16717,2023,T6,7,1.0,1984.0,ICE,,≥4,Statewide,89
16718,2023,T5,3,1.0,1997.0,ICE,,3,Statewide,89
16719,2023,T4,Unknown,1.0,1997.0,ICE,,≥4,Statewide,89
16720,2023,T4,Unknown,1.0,1991.0,ICE,,≥4,Statewide,89
16721,2023,T2,1,1.0,2024.0,ICE,,2,Statewide,89
16722,2022,T5,3,0.0,1995.0,ICE,,2,Statewide,89
16723,2022,T4,Unknown,0.0,2017.0,ICE,,≥4,Statewide,89
16724,2022,T4,2,0.0,1981.0,ICE,,3,Statewide,89
16725,2022,T3,Unknown,0.0,2000.0,ICE,,3,Statewide,89
16726,2022,MH,,0.0,1986.0,ICE,,2,Statewide,89
16727,2022,T1,1,2.0,2019.0,BEV,101 to 150 miles,1,Statewide,89
16728,2022,T7,8,1.0,1983.0,ICE,,1,Statewide,89
16729,2022,T6,6,1.0,2001.0,ICE,,3,Statewide,89
16730,2022,P,,1.0,2000.0,ICE,,3,Statewide,89
16731,2022,MH,,1.0,2016.0,ICE,,2,Statewide,89
16732,2022,BT,,1.0,2023.0,ICE,,≥4,Statewide,89
16733,2021,P,,3.0,2015.0,ICE,,3,Statewide,89
16734,2021,P,,3.0,2014.0,ICE,,2,Statewide,89
16735,2021,BS,,3.0,2004.0,ICE,,≥4,Statewide,89
16736,2021,T4,Unknown,0.0,2017.0,ICE,,≥4,Statewide,89
16737,2021,T4,Unknown,0.0,2011.0,ICE,,1,Statewide,89
16738,2021,T4,2,0.0,1981.0,ICE,,2,Statewide,89
16739,2021,T2,Unknown,0.0,1994.0,ICE,,≥4,Statewide,89
16740,2021,T6,7,1.0,2018.0,ICE,,2,Statewide,89
16741,2021,T6,7,1.0,2010.0,ICE,,3,Statewide,89
16742,2021,T6,5,1.0,1999.0,ICE,,≥4,Statewide,89
16743,2021,T6,7,1.0,1996.0,ICE,,1,Statewide,89
16744,2021,T3,Unknown,1.0,2014.0,ICE,,1,Statewide,89
16745,2021,BT,,1.0,2006.0,ICE,,1,Statewide,89
16746,2020,T6,5,0.0,2020.0,ICE,,2,Statewide,89
16747,2020,T6,4,0.0,2011.0,ICE,,3,Statewide,89
16748,2020,T3,Unknown,0.0,2001.0,ICE,,3,Statewide,89
16749,2020,MH,,0.0,1978.0,ICE,,3,Statewide,89
16750,2020,T2,1,2.0,2019.0,BEV,101 to 150 miles,1,Statewide,89
16751,2020,T7,8,1.0,1991.0,ICE,,1,Statewide,89
16752,2020,MH,,1.0,2002.0,ICE,,2,Statewide,89
16753,2020,MH,,1.0,1997.0,ICE,,3,Statewide,89
16754,2019,BS,,3.0,2004.0,ICE,,≥4,Statewide,89
16755,2019,T7,8,0.0,,ICE,,2,Statewide,89
16756,2019,T4,Unknown,0.0,1997.0,ICE,,2,Statewide,89
16757,2019,T2,Unknown,0.0,1988.0,ICE,,1,Statewide,89
16758,2019,T2,Unknown,0.0,1984.0,ICE,,1,Statewide,89
16759,2019,T2,Unknown,0.0,1982.0,ICE,,3,Statewide,89
16760,2019,T1,Unknown,0.0,1987.0,ICE,,3,Statewide,89
16761,2019,MH,,0.0,2017.0,ICE,,1,Statewide,89
16762,2019,MH,,0.0,1979.0,ICE,,2,Statewide,89
16763,2019,BT,,0.0,1975.0,ICE,,≥4,Statewide,89
16764,2019,B,,0.0,2010.0,ICE,,2,Statewide,89
16765,2019,T7,8,1.0,1979.0,ICE,,1,Statewide,89
16766,2019,T6,7,1.0,2019.0,ICE,,1,Statewide,89
16767,2019,T6,7,1.0,2018.0,ICE,,1,Statewide,89
16768,2019,P,,1.0,2013.0,ICE,,2,Statewide,89
16769,2019,MH,,1.0,2004.0,ICE,,1,Statewide,89
16770,2019,B,,1.0,1992.0,ICE,,≥4,Statewide,89
16771,2023,T6,7,0.0,2010.0,ICE,,≥4,Statewide,88
16772,2023,T6,6,0.0,1999.0,ICE,,≥4,Statewide,88
16773,2023,T6,7,0.0,1995.0,ICE,,≥4,Statewide,88
16774,2023,T7,8,1.0,1982.0,ICE,,≥4,Statewide,88
16775,2023,T6,Unknown,1.0,2010.0,ICE,,≥4,Statewide,88
16776,2023,T6,Unknown,1.0,2009.0,ICE,,≥4,Statewide,88
16777,2022,P,,3.0,2014.0,ICE,,1,Statewide,88
16778,2022,T6,7,0.0,1995.0,ICE,,≥4,Statewide,88
16779,2022,T4,Unknown,0.0,2023.0,ICE,,3,Statewide,88
16780,2022,T3,Unknown,0.0,1999.0,ICE,,≥4,Statewide,88
16781,2022,T7,8,1.0,1981.0,ICE,,≥4,Statewide,88
16782,2022,T6,7,1.0,2017.0,ICE,,3,Statewide,88
16783,2022,T6,6,1.0,2001.0,ICE,,2,Statewide,88
16784,2022,T5,3,1.0,1996.0,ICE,,3,Statewide,88
16785,2021,T5,3,0.0,1995.0,ICE,,2,Statewide,88
16786,2021,T5,3,0.0,1986.0,ICE,,≥4,Statewide,88
16787,2021,T3,Unknown,0.0,1996.0,ICE,,≥4,Statewide,88
16788,2021,T3,Unknown,0.0,1980.0,ICE,,2,Statewide,88
16789,2021,B,,0.0,2007.0,ICE,,2,Statewide,88
16790,2021,T1,1,2.0,2019.0,BEV,101 to 150 miles,3,Statewide,88
16791,2021,T7,8,1.0,1979.0,ICE,,1,Statewide,88
16792,2021,T6,Unknown,1.0,,ICE,,≥4,Statewide,88
16793,2021,T6,4,1.0,2021.0,ICE,,2,Statewide,88
16794,2021,T6,7,1.0,2014.0,ICE,,3,Statewide,88
16795,2021,T5,3,1.0,1996.0,ICE,,1,Statewide,88
16796,2021,MH,,1.0,2001.0,ICE,,2,Statewide,88
16797,2020,T6,Unknown,0.0,,ICE,,3,Statewide,88
16798,2020,T6,6,0.0,2020.0,ICE,,1,Statewide,88
16799,2020,T5,3,0.0,2021.0,ICE,,2,Statewide,88
16800,2020,T5,3,0.0,2021.0,ICE,,3,Statewide,88
16801,2020,T2,Unknown,0.0,2001.0,ICE,,3,Statewide,88
16802,2020,T7,8,1.0,1995.0,ICE,,3,Statewide,88
16803,2020,T6,7,1.0,1983.0,ICE,,≥4,Statewide,88
16804,2019,BS,,3.0,2021.0,ICE,,≥4,Statewide,88
16805,2019,T3,Unknown,0.0,1979.0,ICE,,1,Statewide,88
16806,2019,BT,,0.0,2005.0,ICE,,≥4,Statewide,88
16807,2019,T7,8,1.0,1990.0,ICE,,1,Statewide,88
16808,2019,T6,7,1.0,2004.0,ICE,,3,Statewide,88
16809,2019,T6,Unknown,1.0,1975.0,ICE,,1,Statewide,88
16810,2019,BT,,1.0,2012.0,ICE,,1,Statewide,88
16811,2019,B,,1.0,1989.0,ICE,,≥4,Statewide,88
16812,2023,T6,Unknown,0.0,1980.0,ICE,,≥4,Statewide,87
16813,2023,BT,,0.0,2005.0,ICE,,≥4,Statewide,87
16814,2023,T1,1,2.0,2017.0,BEV,101 to 150 miles,3,Statewide,87
16815,2023,T7,8,1.0,2009.0,ICE,,2,Statewide,87
16816,2023,T7,8,1.0,1983.0,ICE,,1,Statewide,87
16817,2023,T6,Unknown,1.0,2021.0,ICE,,≥4,Statewide,87
16818,2023,T6,Unknown,1.0,2019.0,ICE,,≥4,Statewide,87
16819,2023,P,,1.0,2000.0,ICE,,2,Statewide,87
16820,2022,MH,,,2018.0,ICE,,≥4,Statewide,87
16821,2022,T3,2,3.0,2006.0,ICE,,≥4,Statewide,87
16822,2022,BS,,3.0,2022.0,ICE,,≥4,Statewide,87
16823,2022,T5,3,0.0,1986.0,ICE,,≥4,Statewide,87
16824,2022,BT,,0.0,2023.0,ICE,,≥4,Statewide,87
16825,2022,P,,2.0,2013.0,BEV,>150 miles,≥4,Statewide,87
16826,2022,T6,6,1.0,2015.0,ICE,,3,Statewide,87
16827,2021,P,,3.0,2014.0,ICE,,1,Statewide,87
16828,2021,T3,Unknown,0.0,,ICE,,≥4,Statewide,87
16829,2021,T1,Unknown,0.0,1986.0,ICE,,≥4,Statewide,87
16830,2021,T1,Unknown,0.0,1985.0,ICE,,2,Statewide,87
16831,2021,B,,0.0,2004.0,ICE,,2,Statewide,87
16832,2021,T1,1,2.0,2018.0,BEV,101 to 150 miles,1,Statewide,87
16833,2021,T6,4,1.0,2001.0,ICE,,2,Statewide,87
16834,2021,T3,2,1.0,2002.0,ICE,,≥4,Statewide,87
16835,2021,MH,,1.0,2015.0,ICE,,3,Statewide,87
16836,2021,MH,,1.0,1998.0,ICE,,1,Statewide,87
16837,2020,P,,3.0,2007.0,ICE,,3,Statewide,87
16838,2020,T5,3,0.0,1998.0,ICE,,2,Statewide,87
16839,2020,B,,0.0,2007.0,ICE,,3,Statewide,87
16840,2020,B,,0.0,2004.0,ICE,,2,Statewide,87
16841,2020,T6,7,1.0,2000.0,ICE,,3,Statewide,87
16842,2020,T6,7,1.0,1992.0,ICE,,1,Statewide,87
16843,2020,P,,1.0,2012.0,ICE,,≥4,Statewide,87
16844,2020,P,,1.0,1991.0,ICE,,3,Statewide,87
16845,2019,T6,7,0.0,1992.0,ICE,,≥4,Statewide,87
16846,2019,BS,,0.0,1992.0,ICE,,≥4,Statewide,87
16847,2019,B,,0.0,2012.0,ICE,,2,Statewide,87
16848,2019,P,,2.0,2007.0,BEV,Unknown,≥4,Statewide,87
16849,2019,T5,3,1.0,1990.0,ICE,,≥4,Statewide,87
16850,2019,T2,1,1.0,2011.0,ICE,,≥4,Statewide,87
16851,2019,P,,1.0,2021.0,ICE,,3,Statewide,87
16852,2019,MH,,1.0,2003.0,ICE,,2,Statewide,87
16853,2019,MH,,1.0,1999.0,ICE,,2,Statewide,87
16854,2023,T6,4,0.0,2022.0,ICE,,1,Statewide,86
16855,2023,T6,4,0.0,2000.0,ICE,,1,Statewide,86
16856,2023,T6,4,1.0,2024.0,ICE,,1,Statewide,86
16857,2023,T6,Unknown,1.0,2011.0,ICE,,≥4,Statewide,86
16858,2023,T6,Unknown,1.0,1992.0,ICE,,≥4,Statewide,86
16859,2023,T5,3,1.0,1997.0,ICE,,2,Statewide,86
16860,2023,T1,1,1.0,1987.0,ICE,,1,Statewide,86
16861,2022,P,,3.0,2013.0,ICE,,3,Statewide,86
16862,2022,T1,1,2.0,2004.0,BEV,Unknown,≥4,Statewide,86
16863,2022,T7,8,1.0,1999.0,ICE,,3,Statewide,86
16864,2022,T6,7,1.0,2001.0,ICE,,1,Statewide,86
16865,2022,T1,1,1.0,1987.0,ICE,,2,Statewide,86
16866,2022,P,,1.0,1983.0,ICE,,1,Statewide,86
16867,2021,P,,3.0,2013.0,ICE,,3,Statewide,86
16868,2021,T5,3,0.0,1996.0,ICE,,1,Statewide,86
16869,2021,T1,1,2.0,2004.0,BEV,Unknown,≥4,Statewide,86
16870,2021,T6,6,1.0,2019.0,ICE,,2,Statewide,86
16871,2021,T6,7,1.0,2004.0,ICE,,3,Statewide,86
16872,2021,P,,1.0,2000.0,ICE,,1,Statewide,86
16873,2021,P,,1.0,1983.0,ICE,,3,Statewide,86
16874,2021,B,,1.0,1989.0,ICE,,≥4,Statewide,86
16875,2020,P,,3.0,2014.0,ICE,,1,Statewide,86
16876,2020,T6,4,0.0,2013.0,ICE,,1,Statewide,86
16877,2020,T3,Unknown,0.0,1995.0,ICE,,≥4,Statewide,86
16878,2020,T3,Unknown,0.0,1992.0,ICE,,1,Statewide,86
16879,2020,T2,1,0.0,2021.0,PHEV,0 to 50 miles,3,Statewide,86
16880,2020,MH,,0.0,2015.0,ICE,,1,Statewide,86
16881,2020,T1,1,2.0,2018.0,BEV,101 to 150 miles,3,Statewide,86
16882,2020,T1,1,2.0,2004.0,BEV,Unknown,≥4,Statewide,86
16883,2020,T6,7,1.0,2008.0,ICE,,2,Statewide,86
16884,2020,T6,4,1.0,2001.0,ICE,,3,Statewide,86
16885,2020,T1,1,1.0,1986.0,ICE,,≥4,Statewide,86
16886,2019,T3,Unknown,0.0,1990.0,ICE,,1,Statewide,86
16887,2019,T5,3,1.0,1994.0,ICE,,1,Statewide,86
16888,2019,T2,1,1.0,2010.0,ICE,,≥4,Statewide,86
16889,2019,T1,1,1.0,1987.0,ICE,,3,Statewide,86
16890,2023,T6,4,0.0,2012.0,ICE,,3,Statewide,85
16891,2023,T6,6,0.0,1987.0,ICE,,≥4,Statewide,85
16892,2023,T6,6,0.0,1982.0,ICE,,1,Statewide,85
16893,2023,T5,3,0.0,1995.0,ICE,,1,Statewide,85
16894,2023,B,,0.0,2016.0,ICE,,1,Statewide,85
16895,2023,T2,1,1.0,2014.0,ICE,,2,Statewide,85
16896,2023,P,,1.0,1983.0,ICE,,1,Statewide,85
16897,2022,P,,3.0,2015.0,ICE,,3,Statewide,85
16898,2022,T6,4,0.0,2009.0,ICE,,2,Statewide,85
16899,2022,T3,Unknown,0.0,1980.0,ICE,,1,Statewide,85
16900,2022,T1,Unknown,0.0,1979.0,ICE,,1,Statewide,85
16901,2022,P,,0.0,2024.0,PHEV,0 to 50 miles,≥4,Statewide,85
16902,2022,BT,,0.0,2005.0,ICE,,≥4,Statewide,85
16903,2022,T7,8,1.0,1978.0,ICE,,2,Statewide,85
16904,2022,T1,1,1.0,1987.0,ICE,,1,Statewide,85
16905,2022,MH,,1.0,1998.0,ICE,,2,Statewide,85
16906,2022,MH,,1.0,1978.0,ICE,,≥4,Statewide,85
16907,2021,B,,0.0,2000.0,ICE,,≥4,Statewide,85
16908,2021,P,,2.0,2012.0,BEV,Unknown,≥4,Statewide,85
16909,2021,T6,6,1.0,2015.0,ICE,,3,Statewide,85
16910,2021,T6,7,1.0,1983.0,ICE,,≥4,Statewide,85
16911,2021,T5,3,1.0,1996.0,ICE,,2,Statewide,85
16912,2021,MH,,1.0,1999.0,ICE,,2,Statewide,85
16913,2020,T6,Unknown,0.0,,ICE,,2,Statewide,85
16914,2020,BS,,0.0,2017.0,ICE,,≥4,Statewide,85
16915,2020,P,,2.0,2015.0,BEV,>150 miles,≥4,Statewide,85
16916,2020,T6,7,1.0,1999.0,ICE,,1,Statewide,85
16917,2020,T6,5,1.0,1998.0,ICE,,≥4,Statewide,85
16918,2020,T6,6,1.0,1988.0,ICE,,≥4,Statewide,85
16919,2020,P,,1.0,2013.0,ICE,,1,Statewide,85
16920,2020,MH,,1.0,2015.0,ICE,,3,Statewide,85
16921,2020,MH,,1.0,2001.0,ICE,,2,Statewide,85
16922,2020,B,,1.0,1993.0,ICE,,≥4,Statewide,85
16923,2019,T5,3,0.0,1994.0,ICE,,3,Statewide,85
16924,2019,T2,Unknown,0.0,1983.0,ICE,,3,Statewide,85
16925,2019,MH,,0.0,1976.0,ICE,,2,Statewide,85
16926,2019,B,,0.0,2006.0,ICE,,2,Statewide,85
16927,2019,T6,6,1.0,2017.0,ICE,,2,Statewide,85
16928,2019,T6,7,1.0,2006.0,ICE,,3,Statewide,85
16929,2019,T6,7,1.0,2003.0,ICE,,3,Statewide,85
16930,2019,T6,7,1.0,1982.0,ICE,,≥4,Statewide,85
16931,2019,T3,2,1.0,2018.0,ICE,,1,Statewide,85
16932,2019,P,,1.0,2001.0,ICE,,1,Statewide,85
16933,2023,T6,6,0.0,1993.0,ICE,,≥4,Statewide,84
16934,2023,T5,3,0.0,2015.0,ICE,,2,Statewide,84
16935,2023,T5,3,0.0,1998.0,ICE,,1,Statewide,84
16936,2023,B,,0.0,2008.0,ICE,,2,Statewide,84
16937,2023,T7,8,1.0,2009.0,ICE,,3,Statewide,84
16938,2023,T6,4,1.0,2022.0,ICE,,2,Statewide,84
16939,2023,T2,1,1.0,2015.0,ICE,,3,Statewide,84
16940,2023,P,,1.0,1981.0,ICE,,≥4,Statewide,84
16941,2023,MH,,1.0,1997.0,ICE,,3,Statewide,84
16942,2023,B,,1.0,2000.0,ICE,,≥4,Statewide,84
16943,2023,B,,1.0,1997.0,ICE,,≥4,Statewide,84
16944,2022,T3,2,3.0,2018.0,ICE,,≥4,Statewide,84
16945,2022,T6,6,0.0,2024.0,ICE,,≥4,Statewide,84
16946,2022,T6,6,0.0,1994.0,ICE,,≥4,Statewide,84
16947,2022,T5,3,0.0,1978.0,ICE,,≥4,Statewide,84
16948,2022,T3,Unknown,0.0,1991.0,ICE,,3,Statewide,84
16949,2022,B,,0.0,2005.0,ICE,,1,Statewide,84
16950,2022,P,,2.0,2012.0,BEV,Unknown,≥4,Statewide,84
16951,2022,T7,8,1.0,1992.0,ICE,,1,Statewide,84
16952,2022,T6,7,1.0,2016.0,ICE,,2,Statewide,84
16953,2022,T5,3,1.0,1996.0,ICE,,1,Statewide,84
16954,2022,P,,1.0,1981.0,ICE,,≥4,Statewide,84
16955,2022,B,,1.0,1997.0,ICE,,≥4,Statewide,84
16956,2022,B,,1.0,1996.0,ICE,,≥4,Statewide,84
16957,2021,P,,3.0,2015.0,ICE,,2,Statewide,84
16958,2021,P,,3.0,2012.0,ICE,,2,Statewide,84
